YEAR,MONTH,ENTRY_NUMBER,VERSION,ITEM_NUM,ENTRYSTATUS,REG_DATE,REGIME,CPC,QUANTITY,FOB_VALUE,CURRENCY,ENTRY_CUSTOM_VALUE,HS_CHAPTER,HSCODE,GOOD_DESCRIPTION,ORIGIN_COUNTRY_CODE,ORIGIN_COUNTRY_NAME,COUNTRY_OF_DESTINATION,COD_NAME,STATION,PLACE_OF_DISCHARGE,TOTAL_TAX_PAYABLE,TOTAL_TAX_PAID,IMPORT_DUTY,IMPORT_VAT,EXCISE,EXPORT_DUTY,IDF,RDL,RML,PRL,MSS,OTHER_TAX
2023,2023-10,23EMKIM401056289,1,5,Settled,15:59.0,IM4,IM400,1777.0,6472457.47,USD,7252830.92,48,48194000,CHIRSTMAS DECORATIONS AND GIFT ARTICLAS - PAPER GIFT BAGS AND PAPER BOXES; 64; 64; 0;,CN,China,KE,Kenya,EMK,ICD,851702,2023,422231,260577,0,0,30160,18096,0,0,0,0
2023,2023-10,23MBAEX306007841,1,1,Settled,14:42.0,EX3,EX312,254.0,77965.02,USD,77965.02,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,29,29,0,0,0,0,0,0,0,0,29,0
2023,2023-10,23MBAEX306034791,1,1,Settled,08:23.0,EX3,EX312,209.0,77965.02,USD,77965.02,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,29,29,0,0,0,0,0,0,0,0,29,0
2023,2023-10,23EMKIM401067106,1,1,Settled,41:10.0,IM4,IM400,23660.0,4472381.93,EUR,4856434.79,48,48043900,AXELLO TOUGH WHITE K 120g/m2 1070mm 34PKGS; 1;,SE,Sweden,KE,Kenya,EMK,ICD,2949139,0,1699753,1048991,0,0,121411,72847,0,0,6137,0
2023,2023-10,23EMKIM401098400,1,1,Removed,22:39.0,IM4,IM491,370571.0,21202358.95,USD,24817903.11,48,48051100,"MEPCHEM 115 GSM;WIDTH: 1450,1490,1620,1690,1740,1820 AND 1950MM; 1; 142500.27; ",SA,Saudi Arabia,KE,Kenya,EMK,ICD,5060072,0,8686267,3970865,0,0,620448,372269,0,0,96490,0
2023,2023-10,23MBAEX306038631,1,1,Settled,48:31.0,EX3,EX312,258.0,78347.01,USD,78347.01,48,48194000,PAPER SACKS; 0; 510; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,30,30,0,0,0,0,0,0,0,0,30,0
2023,2023-10,23THKIM400096169,1,1,Settled,28:01.0,IM4,IM410,23772.0,4766412.0,KES,4766412.0,48,48043900,BLEACHED AXELLO SWAN WHITE KRAFT PAPER SUBS 85 GSM IN REELS; ,FI,Finland,KE,Kenya,THK,TKA,2888449,0,1668245,1029546,0,0,119161,71497,0,0,0,0
2023,2023-10,23MBAEX306102644,1,1,Under control,59:32.0,EX3,EX312,200.0,53574.43,USD,53574.43,48,48194000,PAPER SACKS; 50; 10; ,LK,Sri Lanka,IN,India,MBA,MEX,23,23,0,0,0,0,0,0,0,0,23,0
2023,2023-10,23MBAIM706250821,1,1,Settled,28:39.0,IM7,IM751,1300.0,15091786.29,USD,16201648.37,48,48191000,N/A; ASDA GOLD TEA BAGS 6X80S OUTER SPR BOXES; 7425; 297; 1; ,LK,Sri Lanka,KE,Kenya,MBA,CNT,11327,11327,127492,98351,122939,0,0,0,0,0,11327,0
2023,2023-10,23MBAIM706216000,1,1,Settled,42:53.0,IM7,IM751,17809.63,5247674.05,GBP,5630465.51,48,48191000,N/A; PRINTED EMPTY TEA CARTONS; 430000; 1608; 1; ,LK,Sri Lanka,KE,Kenya,MBA,CNT,5093,5093,1970663,1520226,1900283,0,0,0,0,0,5093,0
2023,2023-11,23MBAIM406445456,1,4,Settled,03:57.0,IM4,IM400,2880.0,1932832.35,USD,2020434.56,72,72172000,0.52MM STITCHING WIRE SPOOL; 2880; 1; ,IN,India,KE,Kenya,MBA,CNT,518097,1691,299230,184668,0,0,21374,12825,0,0,0,0
2023,2023-11,23MBAEX306703964,1,1,Settled,52:12.0,EX3,EX312,107.0,28686.31,USD,28686.31,48,48194000,PAPERSACKS; 40; 5; ,LK,Sri Lanka,DE,Germany,MBA,MEX,13,13,0,0,0,0,0,0,0,0,13,0
2023,2023-11,23MBAEX307034199,1,1,Settled,46:26.0,EX3,EX312,244.0,88597.0,KES,88597.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 11; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,28,28,0,0,0,0,0,0,0,0,28,0
2023,2023-11,23MBAEX307033432,1,1,Settled,34:25.0,EX3,EX312,240.0,88593.0,KES,88593.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 10; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,28,28,0,0,0,0,0,0,0,0,28,0
2023,2023-11,23MBAEX306881354,1,1,Settled,24:21.0,EX3,EX312,209.0,77280.0,KES,77280.0,48,48194000,CARBON FOOT PRINT PAPER SACKS VALVE TYPE 2PLIES 80GSM/1INNER PLY 97GSM; 50; 9; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,24,24,0,0,0,0,0,0,0,0,24,0
2023,2023-11,23MBAEX306886860,1,1,Settled,13:26.0,EX3,EX312,315.0,84683.0,KES,84683.0,48,48194000,4 PLY PAPER SACKS; 1; 512; ,LK,Sri Lanka,EG,Egypt,MBA,MEX,36,36,0,0,0,0,0,0,0,0,36,0
